2005,01,01,12,2005,01,02,11,2005,01,03,8.4,2005,01,04,5.8,2005,01,05,10.3,2005,01,06,10.5,2005,01,07,11.4,2005,01,08,10.5,2005,01,09,11.9,2005,01,10,11.2
2005,01,11,10.7,2005,01,12,10.2,2005,01,13,6,2005,01,14,1.9,2005,01,15,3.8,2005,01,16,5.9,2005,01,17,7,2005,01,18,7.1,2005,01,19,8,2005,01,20,11.5
2005,01,21,10.5,2005,01,22,8.3,2005,01,23,5.6,2005,01,24,3.7,2005,01,25,2.8,2005,01,26,0.1,2005,01,27,1.5,2005,01,28,5.3,2005,01,29,2.1,2005,01,30,2.6
2005,01,31,6.7,2005,02,01,8.1,2005,02,02,8.9,2005,02,03,7.6,2005,02,04,8,2005,02,05,7,2005,02,06,8.2,2005,02,07,10.9,2005,02,08,11.7,2005,02,09,13.1
2005,02,10,9.2,2005,02,11,12,2005,02,12,13.3,2005,02,13,9.4,2005,02,14,5.1,2005,02,15,4.1,2005,02,16,1.5,2005,02,17,1.3,2005,02,18,4.5,2005,02,19,6.6
2005,02,20,3.8,2005,02,21,3.7,2005,02,22,1.6,2005,02,23,0.3,2005,02,24,1.9,2005,02,25,1.2,2005,02,26,2.9,2005,02,27,0.6,2005,02,28,-1.4,2005,03,01,1.6
2005,03,02,3.8,2005,03,03,0.4,2005,03,04,0,2005,03,05,2,2005,03,06,0.8,2005,03,07,3.7,2005,03,08,4.7,2005,03,09,5.8,2005,03,10,3.4,2005,03,11,10.2
2005,03,12,7.6,2005,03,13,9,2005,03,14,10.4,2005,03,15,17.6,2005,03,16,23.4,2005,03,17,15.9,2005,03,18,17.8,2005,03,19,20.2,2005,03,20,21.4,2005,03,21,20.6
2005,03,22,17,2005,03,23,20,2005,03,24,17,2005,03,25,18.6,2005,03,26,17.3,2005,03,27,15.1,2005,03,28,15.8,2005,03,29,15.1,2005,03,30,15.4,2005,03,31,12.4
2005,04,01,18.1,2005,04,02,20.2,2005,04,03,18.4,2005,04,04,16.3,2005,04,05,15,2005,04,06,16,2005,04,07,13.2,2005,04,08,10.1,2005,04,09,9,2005,04,10,12.1
2005,04,11,16.5,2005,04,12,15.8,2005,04,13,15.7,2005,04,14,13.4,2005,04,15,12.7,2005,04,16,11.3,2005,04,17,15.2,2005,04,18,14.5,2005,04,19,13,2005,04,20,14.8
2005,04,21,15.1,2005,04,22,18.5,2005,04,23,17.9,2005,04,24,15.9,2005,04,25,15.2,2005,04,26,15.2,2005,04,27,16.8,2005,04,28,22.2,2005,04,29,20.6,2005,04,30,29
2005,05,01,26.8,2005,05,02,24.4,2005,05,03,23,2005,05,04,16.5,2005,05,05,15,2005,05,06,17.8,2005,05,07,17.1,2005,05,08,16,2005,05,09,15.5,2005,05,10,14.8
2005,05,11,15.5,2005,05,12,18.2,2005,05,13,18.9,2005,05,14,19,2005,05,15,18.8,2005,05,16,16.8,2005,05,17,13.6,2005,05,18,15.6,2005,05,19,20.6,2005,05,20,23.7
2005,05,21,19.8,2005,05,22,18.9,2005,05,23,18.1,2005,05,24,21.7,2005,05,25,26.4,2005,05,26,30.3,2005,05,27,32.7,2005,05,28,29.5,2005,05,29,22.2,2005,05,30,18.8
2005,05,31,21,2005,06,01,22.5,2005,06,02,27.1,2005,06,03,24.8,2005,06,04,20.9,2005,06,05,19.4,2005,06,06,21.6,2005,06,07,16.8,2005,06,08,19.3,2005,06,09,20.4
2005,06,10,21.6,2005,06,11,19.8,2005,06,12,21.2,2005,06,13,22.3,2005,06,14,23.6,2005,06,15,22.6,2005,06,16,24.9,2005,06,17,27.8,2005,06,18,30.2,2005,06,19,32.9
2005,06,20,32.1,2005,06,21,29.2,2005,06,22,30.5,2005,06,23,33.5,2005,06,24,31.3,2005,06,25,29.9,2005,06,26,29.1,2005,06,27,31.8,2005,06,28,34,2005,06,29,26.3
2005,06,30,24.1,2005,07,01,21.1,2005,07,02,27.2,2005,07,03,31.1,2005,07,04,21.1,2005,07,05,22.5,2005,07,06,20.3,2005,07,07,19.5,2005,07,08,20.1,2005,07,09,20.7
2005,07,10,24.6,2005,07,11,29.3,2005,07,12,28.3,2005,07,13,30,2005,07,14,31.5,2005,07,15,34.9,2005,07,16,31.6,2005,07,17,31.4,2005,07,18,28.6,2005,07,19,23.3
2005,07,20,24.1,2005,07,21,25.4,2005,07,22,26.1,2005,07,23,23.7,2005,07,24,23.5,2005,07,25,25.1,2005,07,26,26.9,2005,07,27,29.3,2005,07,28,28.8,2005,07,29,25.2
2005,07,30,23.2,2005,07,31,22.4,2005,08,01,22.6,2005,08,02,25.2,2005,08,03,25.9,2005,08,04,24.8,2005,08,05,27.4,2005,08,06,21.6,2005,08,07,23,2005,08,08,21.8
2005,08,09,24.2,2005,08,10,27.2,2005,08,11,27,2005,08,12,25.3,2005,08,13,24.9,2005,08,14,23.5,2005,08,15,22.6,2005,08,16,24.4,2005,08,17,28.3,2005,08,18,31
2005,08,19,28.8,2005,08,20,22.1,2005,08,21,21.5,2005,08,22,25.3,2005,08,23,20.7,2005,08,24,24.4,2005,08,25,22.1,2005,08,26,22,2005,08,27,22.4,2005,08,28,24.9
2005,08,29,27.9,2005,08,30,30.6,2005,08,31,33,2005,09,01,-9999,2005,09,02,-9999,2005,09,03,-9999,2005,09,04,-9999,2005,09,05,-9999,2005,09,06,-9999,2005,09,07,27.7
2005,09,08,28.7,2005,09,09,26.7,2005,09,10,22.7,2005,09,11,20.4,2005,09,12,18.9,2005,09,13,22.7,2005,09,14,24.9,2005,09,15,25.3,2005,09,16,21.9,2005,09,17,16.4
2005,09,18,17.9,2005,09,19,19.8,2005,09,20,20.2,2005,09,21,21.7,2005,09,22,23.3,2005,09,23,24.5,2005,09,24,23.8,2005,09,25,21.1,2005,09,26,21.7,2005,09,27,23.3
2005,09,28,18.4,2005,09,29,20.4,2005,09,30,18.9,2005,10,01,18.4,2005,10,02,15.6,2005,10,03,16.5,2005,10,04,15.5,2005,10,05,15.1,2005,10,06,17,2005,10,07,17
2005,10,08,22.5,2005,10,09,24.2,2005,10,10,25.5,2005,10,11,23.5,2005,10,12,23.4,2005,10,13,18.9,2005,10,14,23.1,2005,10,15,25.1,2005,10,16,20.2,2005,10,17,20.6
2005,10,18,17.6,2005,10,19,18.4,2005,10,20,14.9,2005,10,21,19.6,2005,10,22,18.8,2005,10,23,17.1,2005,10,24,16.3,2005,10,25,20.4,2005,10,26,23.7,2005,10,27,23.8
2005,10,28,19.5,2005,10,29,21,2005,10,30,24.6,2005,10,31,19.9,2005,11,01,16.7,2005,11,02,17.7,2005,11,03,18.9,2005,11,04,14.2,2005,11,05,14.4,2005,11,06,14.7
2005,11,07,13.5,2005,11,08,17.1,2005,11,09,12.2,2005,11,10,12.1,2005,11,11,11.3,2005,11,12,8.3,2005,11,13,10.9,2005,11,14,10,2005,11,15,9.1,2005,11,16,10.2
2005,11,17,8.7,2005,11,18,6.6,2005,11,19,1.9,2005,11,20,1.1,2005,11,21,2.2,2005,11,22,6.1,2005,11,23,4.9,2005,11,24,4.1,2005,11,25,6.2,2005,11,26,0.8
2005,11,27,6.1,2005,11,28,4.4,2005,11,29,4,2005,11,30,0.9,2005,12,01,5.7,2005,12,02,10,2005,12,03,10.5,2005,12,04,10,2005,12,05,8.2,2005,12,06,6.2
2005,12,07,6.6,2005,12,08,8.8,2005,12,09,4.3,2005,12,10,5.2,2005,12,11,3.7,2005,12,12,4.5,2005,12,13,6.3,2005,12,14,6,2005,12,15,6.2,2005,12,16,9.5
2005,12,17,9.2,2005,12,18,5,2005,12,19,3.1,2005,12,20,1.9,2005,12,21,0.9,2005,12,22,4.4,2005,12,23,2.2,2005,12,24,5.5,2005,12,25,6.7,2005,12,26,4.7
2005,12,27,1.9,2005,12,28,-0.4,2005,12,29,1,2005,12,30,3.4,2005,12,31,9.2,2006,01,01,8.5,2006,01,02,7.1,2006,01,03,6.7,2006,01,04,3.2,2006,01,05,0.6
2006,01,06,2,2006,01,07,2.4,2006,01,08,6.4,2006,01,09,8,2006,01,10,4.3,2006,01,11,4.2,2006,01,12,5.5,2006,01,13,7.7,2006,01,14,9.8,2006,01,15,9.1
2006,01,16,7.2,2006,01,17,9.7,2006,01,18,11.8,2006,01,19,10.2,2006,01,20,11.4,2006,01,21,9.2,2006,01,22,5.3,2006,01,23,4.1,2006,01,24,2.5,2006,01,25,2.1
2006,01,26,1.7,2006,01,27,0,2006,01,28,0.3,2006,01,29,3.6,2006,01,30,4.7,2006,01,31,4.4,2006,02,01,-0.3,2006,02,02,-0.4,2006,02,03,-1,2006,02,04,-9999
